id	title	page_start	page_end	year	citations	conference	keywords
899062	Overview of stream C: Measuring quality: evaluation and assessment.	199	202	2003	0	Quality Education @ a Distance	['Systems engineering', 'Environmental science']
899173	A head-mounted device for recognizing text in natural scenes	29	41	2011	43	CBDAR'11 Proceedings of the 4th international conference on Camera-Based Document Analysis and Recognition	['Computer vision', 'USB hub', 'Remote control', 'Laptop', 'Computer science', 'Image segmentation', 'Artificial intelligence', 'Text detection']
899480	A Survey on Clustering Algorithms for web Applications.	124	129	2008	1	SWWS	['Canopy clustering algorithm', 'Data mining', 'CURE data clustering algorithm', 'Clustering high-dimensional data', 'Data stream clustering', 'Correlation clustering', 'Document clustering', 'Computer science', 'Cluster analysis', 'DBSCAN']
900300	Physical Characterization of Acoustic Communication Channel Properties in Underwater Mobile Sensor Networks	111	126	2009	21	International Conference on Sensor Systems and Software	['Underwater acoustic communication', 'Acoustic propagation', 'Thermocline', 'Communication channel', 'Underwater acoustics', 'Electronic engineering', 'Bandwidth (signal processing)', 'Parametric statistics', 'Engineering', 'Underwater']
900503	Formalizing MOF-Metamodels.	32	38	2008	0	FCS	['Programming language']
905033	Taming Software Change.	265	268	2006	0	NODe/GSEM	['Software engineering', 'Computer science', 'Software']
910438	Constraint-Based Model Mining: Algorithms and Applications.			2003	0	KDID	['Data mining', 'Computer science', 'Artificial intelligence', 'Machine learning']
912575	Learning User's Perception Using Region-based SVM for Content-based Image Retrieval.	462	468	2004	3	CISST	['Computer vision', 'Automatic image annotation', 'Information retrieval', 'Computer science', 'Support vector machine', 'Image retrieval', 'Artificial intelligence', 'Perception', 'Content-based image retrieval', 'Visual Word']
916140	On Image Thresholding by Entropic and Probabilistic Distance Criteria	62	65	1999	0	Signal and Image Processing (SIP'99)	['Pattern recognition', 'Computer science', 'Artificial intelligence', 'Thresholding', 'Probabilistic logic', 'Balanced histogram thresholding']
916564	Sparse Principal Axes Statistical Surface Deformation Models for Respiration Analysis and Classification	316	321	2012	3	Bildverarbeitung f&uuml;r die Medizin	['Computer vision', 'Surface deformation', 'Pattern recognition', 'Computer science', 'Respiratory motion', 'Principal axis theorem', 'Artificial intelligence', 'Statistical model', 'Principal component analysis']
918870	Modeling an Infinite Emotion Space for Expressionistic Cartoon Face Animation.	13	18	2003	3	Computer Graphics and Imaging	['Expression (mathematics)', 'Computer graphics (images)', 'Computer science', 'Object model', 'Facial expression', 'Animation', 'Computer facial animation', 'Computer animation', 'Computer graphics', 'Facial motion capture']
927670	BioPsy: An intranet application for biophysical experiments.			1999	0	WebNet	['Intranet', 'Biopsy', 'Medical physics', 'Medicine', 'Pathology']
932055	Technology Value Analysis of the Ship Design Value Stream.	147	158	2002	0	APMS	['Environmental science', 'Value stream mapping', 'Naval architecture', 'Marine engineering']
935063	Using Mark Previews to Improve the Quality of Student Programs.	62	70	2005	1	FECS	['World Wide Web', 'Computer science', 'Multimedia']
936110	Fuzzy Grading: Fuzzy Logic for Uncertainty Management of Linguistic Evaluations.	271	276	2010	2	CSREA EEE	['Neuro-fuzzy', 'Fuzzy classification', 'Defuzzification', 'Fuzzy set operations', 'Computer science', 'Fuzzy logic', 'Artificial intelligence', 'Adaptive neuro fuzzy inference system', 'Type-2 fuzzy sets and systems', 'Membership function']
937516	Electro-optical Surveillance in Maritime Environments	334	336	2012	0	Future Security Research Conference	['Situation awareness', 'Computer security', 'Staring', 'Geography', 'Perception']
940157	Attribute Reducts Using Multistep Relational Extension Matrix.	192	198	2010	0	FCS	['Data mining', 'Pattern recognition', 'Matrix (mathematics)', 'Computer science', 'Artificial intelligence', 'Attribute domain']
940895	A Subset Test for XPath Expressions under DTDs.	43	45	2003	0	BNCOD Posters	['Programming language', 'Expression (mathematics)', 'Computer science', 'XPath']
945375	Enabling High-Performance Data Service in the Web Environment.	125	133	2003	0	I. J. Comput. Appl.	['Web development', 'World Wide Web', 'Computer science', 'Web standards', 'Data Web', 'Web service', 'Data as a service', 'WS-Policy']
957618	About the Enforcement of State Dependent Specifications	3	17	1993	3	Proceedings of the IFIP WG11.3 Working Conference on Database Security VII	['State dependent', 'Computer science', 'Computer security', 'Enforcement']
959078	From Idea to Knowledge - Generating New Knowledge on E-Business.	975	980	2004	0	ICEB	['Procedural knowledge', 'Body of knowledge', 'Electronic business', 'Domain knowledge', 'Personal knowledge management', 'Knowledge-based systems', 'Knowledge management', 'Knowledge extraction', 'Business', 'Knowledge society']
974689	CLIW - Clue - Compressed Long Instruction Words.	207	210	2009	0	CDES	['Computer science', 'Artificial intelligence', 'Natural language processing']
976710	Some Separability Problems in the Plane.	51	54	2000	6	EuroCG	['Computer science', 'Mathematical analysis']
980020	Gestaltung von virtuellen und beGreifbaren Mesch-Computer-Schnittstellen	353	358	1999	0	Software-Ergonomie '99, Design von Informationswelten, Gemeinsame Fachtagung des German Chapter of the ACM, der Gesellschaft für Informatik (GI) und der SAP AG	[]
984931	Maintenance de bases de connaissances terminologiques.	111	116	2004	0	EGC	[]
989187	Presence Sensing Billboards.	3978	3992	2009	2	GI Jahrestagung	['Visibility', 'Telecommunications', 'Computer science', 'Popularity', 'Public transport', 'Plug and play', 'Media planning', 'Systems architecture', 'Scalability', 'The Internet']
989627	The Participation of MedGIFT Group at ImageCLEFmed 2010.			2010	1	CLEF (Notebook Papers/LABs/Workshops)	['World Wide Web', 'Information retrieval', 'Computer science']
1002565	Mobility in the Round: Use of Wireless Laptop PCs in Clinical Ward Rounds	93	108	2005	2	Designing Ubiquitous Information Environments	['Observational study', 'Architecture', 'Telecommunications', 'Wireless', 'Laptop', 'Quarter (United States coin)', 'Information technology management', 'Information and Communications Technology', 'Ubiquitous computing', 'Engineering']
1010600	Multi-temporal Satellite Image Analysis Using Unsupervised Techniques	757	765	2013	3	ACITY (2)	['Computer vision', 'Satellite', 'Receiver operating characteristic', 'Computer science', 'Mean squared error', 'Median cut', 'Image segmentation', 'Artificial intelligence', 'Pixel', 'Mean-shift', 'Radiometer']
1015068	Using Simulation as a Design Assessment Tool for a Real Time Air Traffic Control System.	1	8	1984	0	Int. CMG Conference	['Air traffic control', 'Simulation', 'Computer science']
1020441	University of Kashmir Information Systems Integration Plan: Database Perspective.	131	140	2007	0	IKE	['Information system', 'Engineering management', 'Knowledge management', 'Geography']
1024621	Identifying Subscribers with Multi-Split Fuzzy Decision Trees.	389	395	2009	0	DMIN	['Information Fuzzy Networks', 'Decision tree', 'Computer science', 'Artificial intelligence', 'ID3 algorithm', 'Alternating decision tree', 'Decision tree learning', 'Fuzzy decision tree', 'Machine learning', 'Incremental decision tree']
1024814	Trilateration Localization for Multi-robot Teams.	301	307	2008	8	ICINCO-RA (2)	['Computer vision', 'Robot control', 'Computer science', 'Artificial intelligence', 'Robot', 'Trilateration']
1026887	An EM Algorithm for the Student-t Cluster-Weighted Modeling	13	21	2012	0	Studies in Classification, Data Analysis, and Knowledge Organization	['Conditional probability distribution', 'Expectation–maximization algorithm', 'Algorithm', 'Maximum likelihood', 'Gaussian', 'Cluster-weighted modeling', 'Estimation theory', 'Finite mixture', 'Mathematics']
1026942	Quality Improvement Process for Information Systems.	1093	1096	1990	0	Int. CMG Conference	['Information system', 'Computer science', 'Quality management', 'Process management']
1027525	On FPGA Design with Self-checking and Fault Tolerance Capability.	29	34	2008	2	ERSA	['Computer science', 'Software fault tolerance', 'Fpga design', 'Fault (power engineering)', 'Fault tolerance', 'Self checking', 'Embedded system']
1032426	A Computation-System Based Method for Automated Proving of Protocols Against Services.	213	228	1983	2	Protocol Specification, Testing, and Verification	['Programming language', 'Computer science', 'Computation']
1038054	Segmentation of IKONOS Images by Genetically Derived Hard and Fuzzy C-Means Clustering Algorithm.	461	466	2003	0	SIP	['Computer vision', 'Canopy clustering algorithm', 'Pattern recognition', 'Correlation clustering', 'Segmentation', 'Fuzzy logic', 'Artificial intelligence', 'Cluster analysis', 'Geography']
1038253	Detecting Definite Least Association Rule in Medical Database	127	134	2014	4	DaEng	['Data mining', 'Computer science', 'Association rule learning', 'Database', 'Scalability']
1039089	Exploiting atomic operations for barrier on cray XE/XK systems	78	88	2012	0	EuroMPI'12 Proceedings of the 19th European conference on Recent Advances in the Message Passing Interface	['Synchronization', 'Data exchange', 'Computer science', 'Latency (engineering)', 'Hierarchical design', 'Parallel computing', 'Atomic operations', 'Multiplexing', 'Interconnection']
1040121	SensorML for Grid Sensor Networks.	147	152	2006	9	GCA	['Information structure', 'Grid computing', 'SensorML', 'Computer science', 'Modeling language', 'Relational model', 'Wireless sensor network', 'Sensor web', 'Grid', 'Distributed computing']
1040444	A Model for Optimizing Indexed File Structures			1974	0		['Graph theory', 'Data structure', 'Discrete mathematics', 'Information retrieval', 'Computer science', 'Beam search', 'Jump search', 'Indexed file', 'Binary search algorithm', 'Linear search', 'Indexed search']
1041107	The Evolution of Storage Administration.	868	871	1990	0	Int. CMG Conference	['Environmental science', 'Waste management']
1041778	Simplified privacy controls for aggregated services: suspend and resume of personal data	218	232	2007	12	Privacy Enhancing Technologies	['Internet privacy', 'Privacy by Design', 'Computer science', 'Computer security', 'Privacy policy', 'Entry point', 'Service composition', 'Information privacy', 'Recursion', 'Privacy software', 'The Internet']
